,link,site,title,rating,fc_date,fc_year,fc_month,fc_day
26,https://www.logically.ai/factchecks/library/5d6c9a8a,logically,"BJP government is giving a ₹6,000 allowance every month to unemployed youth.",FALSE,2022-09-01,2022,9,1
27,https://www.logically.ai/factchecks/library/5f57f2b2,logically,The Indian courts ordered the release of those convicted of gangraping Bilkis Bano and murdering members of her family in 2002.,FALSE,2022-08-31,2022,8,31
28,https://www.logically.ai/factchecks/library/9ca976f5,logically,"Andrew Tate was banned from social media sites for exposing the ""deep state"".",FALSE,2022-08-30,2022,8,30
29,https://www.logically.ai/factchecks/library/56de0f1d,logically,Pubs and shops in the UK are closing due to the cost of net zero policies.,FALSE,2022-08-30,2022,8,30
30,https://www.logically.ai/factchecks/library/a57d5912,logically,"Four Hindu-owned shops were set on fire by unidentified persons in Narshingshi, Bangladesh, on August 22, 2022.",FALSE,2022-08-30,2022,8,30
31,https://www.logically.ai/factchecks/library/d15abc3e,logically,Net Zero Watch claims that a research paper suggests sea ice plays a greater role in the carbon dioxide cycle than biology.,MISLEADING,2022-08-30,2022,8,30
32,https://www.logically.ai/factchecks/library/67ee9d08,logically,Dr. Anthony Fauci is quitting his current position to take up a job at Pfizer.,FALSE,2022-08-30,2022,8,30
33,https://www.logically.ai/factchecks/library/a27d719b,logically,"BJP leader Nitin Gadkari not worried about his position, hints at quitting the party.",FALSE,2022-08-30,2022,8,30
34,https://www.logically.ai/factchecks/library/e418179f,logically,Lalu Prasad's son Tej Pratap received a doctorate from Taxila University.,FALSE,2022-08-30,2022,8,30
35,https://www.logically.ai/factchecks/library/4c6a3d9e,logically,Huge discrepancies in electricity prices observed between U.K. and the rest of Europe in August 2022.,FALSE,2022-08-29,2022,8,29
36,https://www.logically.ai/factchecks/library/b9b9a737,logically,American armed forces are stationed in Ukraine.,FALSE,2022-08-29,2022,8,29
37,https://www.logically.ai/factchecks/library/f6ec415c,logically,"Instagram's new update can track user's exact location, and this data is used to commit crimes.",MISLEADING,2022-08-29,2022,8,29
38,https://www.logically.ai/factchecks/library/8339bd6a,logically,Pregnant women at an 85 percent risk of having a miscarriage after receiving COVID-19 vaccine.,MISLEADING,2022-08-26,2022,8,26
39,https://www.logically.ai/factchecks/library/c16a7032,logically,"BSF soldier from viral ""Jiyo aur Jeene Do"" video is dead.",FALSE,2022-08-26,2022,8,26
40,https://www.logically.ai/factchecks/library/507f9744,logically,A leaflet distributed in UK schools encourages children to invite pedophiles into their homes.,FALSE,2022-08-26,2022,8,26
41,https://www.logically.ai/factchecks/library/b2a7aad5,logically,Prime Minister Narendra Modi made a provocative speech instigating violence against upper caste people.,FALSE,2022-08-26,2022,8,26
42,https://www.logically.ai/factchecks/library/50f913e1,logically,Defibrillators have been installed in children’s parks to counter the risks associated with 5G.,FALSE,2022-08-25,2022,8,25
43,https://www.logically.ai/factchecks/library/fa97a66a,logically,"A confidential Pfizer document reveals that 82-97 percent of pregnant women who received the company's COVID-19 vaccine ""lost their babies.""",FALSE,2022-08-25,2022,8,25
44,https://www.logically.ai/factchecks/library/4f837d29,logically,"Wearing socks or a cap while sleeping can lead to brain damage, according to WHO.",FALSE,2022-08-25,2022,8,25
45,https://www.logically.ai/factchecks/library/39e0b7eb,logically,Gas prices in the U.K. are much higher than the EU price cap.,FALSE,2022-08-25,2022,8,25
46,https://www.logically.ai/factchecks/library/86509e57,logically,Film director Stanley Kubrick confesses to faking the moon landing.,FALSE,2022-08-25,2022,8,25
47,https://www.logically.ai/factchecks/library/64ffb4fd,logically,128 kg of gold was recovered from the house of a Tirupati Balaji temple priest.,FALSE,2022-08-25,2022,8,25
48,https://www.logically.ai/factchecks/library/ad9b3d68,logically,A Congress worker thrashed a colleague for molesting her during an Independence Day ceremony.,FALSE,2022-08-25,2022,8,25
49,https://www.logically.ai/factchecks/library/2738c4ea,logically,A video shows people pelting stones at police officials to protest fuel price hike in Bangladesh.,FALSE,2022-08-25,2022,8,25
50,https://www.logically.ai/factchecks/library/db2810d4,logically,A newspaper from Papua New Guinea published a letter criticizing Liz Truss.,FALSE,2022-08-25,2022,8,25
51,https://www.logically.ai/factchecks/library/546b264a,logically,Symbols embossed on Oreo cookies link the product to the Satanic cross and Freemasons.,FALSE,2022-08-24,2022,8,24
52,https://www.logically.ai/factchecks/library/805b7dc8,logically,Michael Jackson was killed for saying that history is a lie.,FALSE,2022-08-24,2022,8,24
53,https://www.logically.ai/factchecks/library/145a4fc2,logically,The World Economic Forum wants to end private car ownership.,MISLEADING,2022-08-24,2022,8,24
54,https://www.logically.ai/factchecks/library/7df6fb70,logically,"A video shows an explosion at a mosque in Kabul during evening prayers on August 17, 2022.",FALSE,2022-08-24,2022,8,24
55,https://www.logically.ai/factchecks/library/67cd3f95,logically,5G networks can be used to detonate lithium battery-powered electric vehicles.,FALSE,2022-08-24,2022,8,24
56,https://www.logically.ai/factchecks/library/7a9ccf2a,logically,Jammu & Kashmir Police thrashed a group of Rajasthani men for raising pro-Pakistan slogans.,MISLEADING,2022-08-24,2022,8,24
57,https://www.logically.ai/factchecks/library/f9b474d9,logically,Collective radiation from cell phones strong enough to make popcorn,FALSE,2022-08-24,2022,8,24
58,https://www.logically.ai/factchecks/library/698acb5f,logically,Rife machine's electromagnetic therapy can cure cancer,FALSE,2022-08-23,2022,8,23
59,https://www.logically.ai/factchecks/library/2d3a0b3a,logically,"Planes cannot fly over the Kaaba in Mecca, Saudi Arabia, because of magnetic attraction.",FALSE,2022-08-23,2022,8,23
60,https://www.logically.ai/factchecks/library/8ba0c6b9,logically,3 Indian wrestlers who won medals in the 2022 Commonwealth Games had participated in the farmers' protest.,FALSE,2022-08-23,2022,8,23
61,https://www.logically.ai/factchecks/library/9f3bbe93,logically,"Mark Zuckerberg is David Rockefeller’s grandson, and the Rothschilds own 10% of Meta shares.",FALSE,2022-08-22,2022,8,22
62,https://www.logically.ai/factchecks/library/a45a0fd0,logically,COVID-19 vaccines cause intracranial hemorrhage.,FALSE,2022-08-22,2022,8,22
63,https://www.logically.ai/factchecks/library/ee33a3f6,logically,"Bill Gates is responsible for a polio vaccine that has paralyzed 48,000 children.",FALSE,2022-08-19,2022,8,19
64,https://www.logically.ai/factchecks/library/8570a2c5,logically,Red Mercury is a mystical element and powerful medicine.,FALSE,2022-08-19,2022,8,19
65,https://www.logically.ai/factchecks/library/74fec12e,logically,UK Universities are banning books to protect students from potentially offensive literature.,FALSE,2022-08-19,2022,8,19
66,https://www.logically.ai/factchecks/library/80a202ee,logically,The BBC has confirmed that monkeypox is an airborne form of herpes that is capable of infecting anyone within 15 feet.,FALSE,2022-08-19,2022,8,19
67,https://www.logically.ai/factchecks/library/00319716,logically,Rahul Gandhi claims that he spoke to Mahatma Gandhi.,FALSE,2022-08-18,2022,8,18
68,https://www.logically.ai/factchecks/library/f8296282,logically,Tejashwi Yadav refuses to deliver 10 lakh promised jobs as he is yet to become a Chief Minister.,FALSE,2022-08-18,2022,8,18
69,https://www.logically.ai/factchecks/library/9482d830,logically,Anne Heche's death was not an accident. She was killed for making a film on human trafficking.,FALSE,2022-08-18,2022,8,18
70,https://www.logically.ai/factchecks/library/20d0ad1e,logically,A 27-year-old Scottish woman died suddenly due to adverse effects from the COVID-19 vaccine.,FALSE,2022-08-18,2022,8,18
71,https://www.logically.ai/factchecks/library/1e78b482,logically,A Sikh group protested against actor Aamir Khan's film Laal Singh Chaddha.,FALSE,2022-08-18,2022,8,18
72,https://www.logically.ai/factchecks/library/e0c2231a,logically,A recent video shows Dutch farmers spraying a mixture of hay and manure at police while protesting the government's agriculture industry proposals.,FALSE,2022-08-18,2022,8,18
73,https://www.logically.ai/factchecks/library/f49c9cf2,logically,Children replaced the crown of a student playing Bharat Mata with a hijab and forced her to offer namaz at a Lucknow school event.,FALSE,2022-08-18,2022,8,18
74,https://www.logically.ai/factchecks/library/7555df96,logically,The Met Police published an advertisement about an investigation on how COVID-19 vaccines kill people in the Rotherham Advertiser.,FALSE,2022-08-17,2022,8,17
75,https://www.logically.ai/factchecks/library/4a8a5182,logically,The 1994 population conference in Cairo mandated a reduction in the world population by 95 percent as part of a plan to bring in a New World Order.,FALSE,2022-08-17,2022,8,17
76,https://www.logically.ai/factchecks/library/eb7ae57b,logically,Donald Trump's ex-wife Ivana Trump died after receiving the COVlD-19 vaccine booster and a monkeypox injection.,FALSE,2022-08-17,2022,8,17
77,https://www.logically.ai/factchecks/library/3b9bfbb0,logically,The judge responsible for issuing a warrant to search Trump’s residence was photographed on a private plane with Ghislaine Maxwell.,FALSE,2022-08-16,2022,8,16
78,https://www.logically.ai/factchecks/library/cfd7fa19,logically,'Chemtrails' are used across countries to block the Sun's rays.,FALSE,2022-08-16,2022,8,16
79,https://www.logically.ai/factchecks/library/c3bb8bc4,logically,An RSS member burned the Indian National Flag.,FALSE,2022-08-16,2022,8,16
80,https://www.logically.ai/factchecks/library/cc261ac4,logically,BJP members were thrashed by local people after JD(U) broke an alliance with the party in Bihar.,FALSE,2022-08-16,2022,8,16
81,https://www.logically.ai/factchecks/library/f18767d9,logically,The strain of monkeypox virus responsible for the current international outbreak was released deliberately.,FALSE,2022-08-15,2022,8,15
82,https://www.logically.ai/factchecks/library/8e19fe31,logically,"""Nitish belongs to everyone"" poster put up at Patna's JD(U) headquarters after Nitish Kumar ended alliance with BJP.",FALSE,2022-08-12,2022,8,12
83,https://www.logically.ai/factchecks/library/853dee23,logically,Train full of Rohingya refugees leaves Bangladesh for Bihar following the formation of the new state government.,FALSE,2022-08-12,2022,8,12
84,https://www.logically.ai/factchecks/library/6bf38129,logically,Google Earth shows a sunken plane off the coast of the Bahamas.,MISLEADING,2022-08-12,2022,8,12
85,https://www.logically.ai/factchecks/library/942875df,logically,Fast food is designed to modify your DNA,FALSE,2022-08-12,2022,8,12
86,https://www.logically.ai/factchecks/library/a1067afd,logically,PM Modi insulted the National Flag by wiping the sweat off his face with it.,MISLEADING,2022-08-12,2022,8,12
87,https://www.logically.ai/factchecks/library/c25a3f37,logically,"Forwarding 'good morning, good evening' messages etc can expose one's private banking information.",FALSE,2022-08-12,2022,8,12
88,https://www.logically.ai/factchecks/library/733fab9f,logically,Pride celebrations led to the outbreak of Monkeypox.,FALSE,2022-08-11,2022,8,11
89,https://www.logically.ai/factchecks/library/50fd3ff1,logically,"The head of the World Health Organization, Tedros Adhanom Ghebreyesus, isn't vaccinated against COVID-19.",FALSE,2022-08-11,2022,8,11
90,https://www.logically.ai/factchecks/library/2eb3c0fe,logically,Artificial sweetener aspartame is toxic to the human body.,MISLEADING,2022-08-11,2022,8,11
91,https://www.logically.ai/factchecks/library/c41aa7e9,logically,Indian singer Farmani Naaz is converting from Islam to Hinduism.,FALSE,2022-08-11,2022,8,11
92,https://www.logically.ai/factchecks/library/fcab6e6f,logically,Arvind Kejriwal asked to hoist the national flag on August 14 to honor Pakistan's Independence day.,MISLEADING,2022-08-10,2022,8,10
93,https://www.logically.ai/factchecks/library/aa69c6e9,logically,Forbes has listed India as the most corrupt country in its latest report.,MISLEADING,2022-08-10,2022,8,10
94,https://www.logically.ai/factchecks/library/935d2050,logically,Cashew is a natural anti-depressant making it a therapeutic equivalent of Prozac.,FALSE,2022-08-10,2022,8,10
95,https://www.logically.ai/factchecks/library/293f742d,logically,The Times of India ran a story with a headline saying 5G spectrum auctions caused a record loss of ₹2.8 lakh crore,FALSE,2022-08-10,2022,8,10
96,https://www.logically.ai/factchecks/library/21481291,logically,Root canals cause breast cancer.,FALSE,2022-08-09,2022,8,9
97,https://www.logically.ai/factchecks/library/0a26a379,logically,President Zelenskyy sold 17 million hectares of Ukrainian agricultural land to U.S. companies.,FALSE,2022-08-09,2022,8,9
98,https://www.logically.ai/factchecks/library/045047cd,logically,Admiral Byrd's expedition discovered traces of a lost ancient civilization in Antarctica.,FALSE,2022-08-09,2022,8,9
99,https://www.logically.ai/factchecks/library/3971cdcd,logically,Agenda 2030 is a sinister corporate takeover by the elites.,FALSE,2022-08-09,2022,8,9
100,https://www.logically.ai/factchecks/library/a77530e2,logically,Farmers blocked a multi-lane roadway with their tractors in Netherlands to protest the government's emission policy.,FALSE,2022-08-09,2022,8,9
101,https://www.logically.ai/factchecks/library/4444c47a,logically,Satanic rituals were performed at the opening ceremony of the 2022 Commonwealth Games.,FALSE,2022-08-09,2022,8,9
102,https://www.logically.ai/factchecks/library/33a98d1c,logically,The U.S. Supreme Court has signed a verdict to impeach U.S. House Speaker Nancy Pelosi.,FALSE,2022-08-09,2022,8,9
103,https://www.logically.ai/factchecks/library/92177be4,logically,AirPods emit over ten times the radiation emitted by cell phones and are dangerous to the human brain.,FALSE,2022-08-08,2022,8,8
104,https://www.logically.ai/factchecks/library/4a251827,logically,Narendra Modi-led BJP government is planning to privatize the CISF.,FALSE,2022-08-08,2022,8,8
105,https://www.logically.ai/factchecks/library/5529479b,logically,North Carolina proposed a bill that legalizes the murder of pregnant women who seek an abortion.,MISLEADING,2022-08-08,2022,8,8
106,https://www.logically.ai/factchecks/library/9db6246d,logically,A cloud 'absorbed' water from river Ganga in Allahabad.,FALSE,2022-08-08,2022,8,8
107,https://www.logically.ai/factchecks/library/f62cf769,logically,A Muslim man in India threatened to kill an electrician over the restoration of an illegal power supply connection.,FALSE,2022-08-08,2022,8,8
108,https://www.logically.ai/factchecks/library/b71e9acd,logically,The orders for child-sized caskets in the U.S. are increasing due to deaths caused by COVID-19 vaccines.,FALSE,2022-08-08,2022,8,8
109,https://www.logically.ai/factchecks/library/ebc8aad9,logically,Six doctors died within two weeks in Canada after getting COVID-19 vaccine.,FALSE,2022-08-08,2022,8,8
110,https://www.logically.ai/factchecks/library/6ea66f42,logically,Non-vegetarian food is now banned in the Rashtrapati Bhavan.,FALSE,2022-08-08,2022,8,8
111,https://www.logically.ai/factchecks/library/bf529a63,logically,This video of tractors parked together shows Italian farmers protesting in July 2022.,FALSE,2022-08-05,2022,8,5
112,https://www.logically.ai/factchecks/library/312ce39c,logically,A burkha-clad woman destroyed idols of Hindu gods in Kerala.,FALSE,2022-08-05,2022,8,5
113,https://www.logically.ai/factchecks/library/b5fe9a7b,logically,COVID-19 vaccines significantly increase the risk oh heart attacks in children.,FALSE,2022-08-05,2022,8,5
114,https://www.logically.ai/factchecks/library/e0d6e49e,logically,U. S. Navy planes flew around Taiwan during House Speaker Nancy Pelosi's visit.,FALSE,2022-08-04,2022,8,4
115,https://www.logically.ai/factchecks/library/8bc42c89,logically,Several Muslims gathered to protest the appointment of a new Brahmin Collector in Kerala.,MISLEADING,2022-08-04,2022,8,4
116,https://www.logically.ai/factchecks/library/42c29f74,logically,"The alien bodies found after an alleged crash in 1947 at Roswell, New Mexico, were biological robots built for Space travel.",FALSE,2022-08-04,2022,8,4
117,https://www.logically.ai/factchecks/library/b5c17888,logically,"In his Massachusetts speech, Biden admitted that China had launched an artificial sun.",FALSE,2022-08-03,2022,8,3
118,https://www.logically.ai/factchecks/library/b66c77ba,logically,Two Hindu students of an Uttar Pradesh college were expelled for reading Hanuman Chalisa instead of the Quran.,FALSE,2022-08-03,2022,8,3
119,https://www.logically.ai/factchecks/library/2dcd4250,logically,Muslim man in Indore threatens Hindu woman with a knife to force her to marry him.,MISLEADING,2022-08-03,2022,8,3
120,https://www.logically.ai/factchecks/library/84780b67,logically,The largest hydroelectric dam in the world has exploded.,FALSE,2022-08-03,2022,8,3
121,https://www.logically.ai/factchecks/library/e28fb3b8,logically,Fast-growing tumors are a result of needle biopsies performed on ordinary tumors.,FALSE,2022-08-03,2022,8,3
122,https://www.logically.ai/factchecks/library/316f97e5,logically,Earth is motionless and flat.,FALSE,2022-08-03,2022,8,3
123,https://www.logically.ai/factchecks/library/f123ca47,logically,U.S President Joe Biden fell asleep during the Saudi Arabia summit.,FALSE,2022-08-03,2022,8,3
124,https://www.logically.ai/factchecks/library/e4771f78,logically,"A video shows the entire Chicago skyline, as seen from the Indiana dunes because the Earth is flat.",FALSE,2022-08-02,2022,8,2
125,https://www.logically.ai/factchecks/library/0a03bbcd,logically,"The aphelion phenomenon will cause extreme cold weather on Earth till August 22, 2022.",FALSE,2022-08-02,2022,8,2
126,https://www.logically.ai/factchecks/library/a0b957bc,logically,One can stop a heart attack by coughing and breathing heavily when alone.,FALSE,2022-08-02,2022,8,2
127,https://www.logically.ai/factchecks/library/5847b320,logically,"Nishank Rathore, an engineering student, was killed in Bhopal for supporting former BJP spokesperson Nupur Sharma.",FALSE,2022-08-02,2022,8,2
128,https://www.logically.ai/factchecks/library/535e5b8c,logically,Wikipedia changed the definition of recession to favor U.S. President Joe Biden.,MISLEADING,2022-08-02,2022,8,2
129,https://www.logically.ai/factchecks/library/89fe99d2,logically,No increasing trend was observed in communal riots in India between 2018 and 2020.,MISLEADING,2022-07-29,2022,7,29
130,https://www.logically.ai/factchecks/library/539b40bc,logically,The New York Times published an article about U.S. President Joe Biden's death.,FALSE,2022-07-29,2022,7,29
131,https://www.logically.ai/factchecks/library/12121b44,logically,President Zelensky's and his wife Olena Zelenska's photoshoot for Vogue is proof that war in Ukraine is staged.,FALSE,2022-07-29,2022,7,29
132,https://www.logically.ai/factchecks/library/176f615a,logically,The Ukrainian forces are using Swedish Archer artillery howitzers against the Russians.,FALSE,2022-07-29,2022,7,29
133,https://www.logically.ai/factchecks/library/391d1cde,logically,Politicians and bankers are hyping climate change as part of an agenda to roll out a climate quota credit system and benefit by taxing carbon.,FALSE,2022-07-28,2022,7,28
134,https://www.logically.ai/factchecks/library/3b5fd08d,logically,The CEO of Tim Horton's was arrested for possessing child pornography.,FALSE,2022-07-28,2022,7,28
135,https://www.logically.ai/factchecks/library/ef21618d,logically,The video shows a Muslim man dying under a truck carrying Kanwariyas during a procession in Deoband in July 2022.,MISLEADING,2022-07-28,2022,7,28
136,https://www.logically.ai/factchecks/library/b5de7d08,logically,United States Representative Alexandria Ocasio-Cortez faked her arrest during an abortion rights demonstration outside the Supreme Court.,FALSE,2022-07-27,2022,7,27
137,https://www.logically.ai/factchecks/library/2db522c8,logically,A video shows tennis ace Rafael Nadal collapsing at a press conference due to side effects from the COVID-19 vaccine.,FALSE,2022-07-27,2022,7,27
138,https://www.logically.ai/factchecks/library/241b2c77,logically,President Joe Biden proposed a constitutional amendment to overturn Roe v. Wade in 1982.,FALSE,2022-07-27,2022,7,27
139,https://www.logically.ai/factchecks/library/9525776f,logically,The drug Scopolamine was found in COVID-19 vaccines meant for children.,FALSE,2022-07-27,2022,7,27
140,https://www.logically.ai/factchecks/library/ce62bc9d,logically,Pfizer COVID-19 vaccine impairs sperm count.,FALSE,2022-07-27,2022,7,27
141,https://www.logically.ai/factchecks/library/b8704d24,logically,Donald Trump released a statement on President Biden's health after the latter tested positive for COVID-19.,FALSE,2022-07-27,2022,7,27
142,https://www.logically.ai/factchecks/library/233be38a,logically,Mel Gibson exposes Hollywood as the hub of satanic child sacrifices.,FALSE,2022-07-27,2022,7,27
143,https://www.logically.ai/factchecks/library/1a7e6c0c,logically,EU leaders party and enjoy live music concerts at the Parliament as citizens struggle amid high inflation.,FALSE,2022-07-27,2022,7,27
144,https://www.logically.ai/factchecks/library/d4164939,logically,A video shows Prime Minister Narendra Modi ignoring former President Ram Nath Kovind's greeting at a farewell function in Parliament.,FALSE,2022-07-26,2022,7,26
145,https://www.logically.ai/factchecks/library/921a2047,logically,"A video shows a person holding a transparent creature, and claims it is an alien.",FALSE,2022-07-26,2022,7,26
146,https://www.logically.ai/factchecks/library/1959a2b5,logically,A video from 2015 discusses the ability of an mRNA medical procedure to change the genetics of the subject and its offspring permanently.,MISLEADING,2022-07-26,2022,7,26
147,https://www.logically.ai/factchecks/library/1caf806e,logically,Wind turbines are not cost-effective as they produce less energy than they take to build.,FALSE,2022-07-26,2022,7,26
148,https://www.logically.ai/factchecks/library/20066f13,logically,One cannot get pregnant if they take the COVID-19 vaccine.,FALSE,2022-07-26,2022,7,26
149,https://www.logically.ai/factchecks/library/dc320e8a,logically,The water level at Plymouth Rock proves the sea level has remained unchanged since 1620.,FALSE,2022-07-26,2022,7,26
150,https://www.logically.ai/factchecks/library/024d4fe4,logically,Japan’s former Prime Minister Shinzo Abe was shot dead by Chinese military intelligence.,FALSE,2022-07-26,2022,7,26
151,https://www.logically.ai/factchecks/library/9be38c39,logically,Climate change is just propaganda pushed by governments.,FALSE,2022-07-25,2022,7,25
152,https://www.logically.ai/factchecks/library/470da48a,logically,5G frequencies will activate the Marburg virus in people vaccinated against COVID-19.,FALSE,2022-07-25,2022,7,25
153,https://www.logically.ai/factchecks/library/41dfae57,logically,A video shows military tanks deployed in China's Henan province to protect banks from protesters.,FALSE,2022-07-25,2022,7,25
154,https://www.logically.ai/factchecks/library/6934692e,logically,Pope Francis has announced his retirement.,FALSE,2022-07-25,2022,7,25
155,https://www.logically.ai/factchecks/library/858a4b6c,logically,Biden administration is selling millions of American oil barrels from strategic petroleum reserves to China in the middle of the energy crisis.,MISLEADING,2022-07-25,2022,7,25
156,https://www.logically.ai/factchecks/library/f8e8cfcb,logically,Monkeypox has spread only in countries without wild monkeys.,FALSE,2022-07-25,2022,7,25
157,https://www.logically.ai/factchecks/library/a8bb520e,logically,"President Biden misread the teleprompter during a speech about abortion rights on July 8, 2022.",FALSE,2022-07-22,2022,7,22
158,https://www.logically.ai/factchecks/library/4d466f67,logically,The wildfires in the U.K. heatwave were planned.,FALSE,2022-07-22,2022,7,22
159,https://www.logically.ai/factchecks/library/2faee00c,logically,NASA's images of Jupiter are fake.,FALSE,2022-07-22,2022,7,22
160,https://www.logically.ai/factchecks/library/4812620b,logically,U.S. President Joe Biden announces he has cancer.,FALSE,2022-07-22,2022,7,22
161,https://www.logically.ai/factchecks/library/9a72b65c,logically,Drinking cold water when it is hot outside can send one's body into shock.,FALSE,2022-07-22,2022,7,22
162,https://www.logically.ai/factchecks/library/b3b1ec34,logically,NASA deliberately cut the live feed on UFO sightings on the Earth's horizon.,FALSE,2022-07-22,2022,7,22
163,https://www.logically.ai/factchecks/library/dce9acb4,logically,A video shows Ukrainian farmers continuing to harvest amid shelling during the Russian invasion in 2022.,FALSE,2022-07-22,2022,7,22
164,https://www.logically.ai/factchecks/library/a72d88ca,logically,This image shows former U.K. Prime Minister contender Penny Mordaunt wearing military medals.,FALSE,2022-07-22,2022,7,22
165,https://www.logically.ai/factchecks/library/80213f52,logically,"The Dutch Prime Minister, Mark Rutte, announced that farming will be banned in the Netherlands.",FALSE,2022-07-21,2022,7,21
166,https://www.logically.ai/factchecks/library/436ead16,logically,Ukraine president Volodymyr Zelenskyy's net worth is over $500 million.,FALSE,2022-07-21,2022,7,21
167,https://www.logically.ai/factchecks/library/9f48fc06,logically,"A Nothing Phone (1)'s unboxing video showed a note from the company stating that the ""device is not for South Indians.",FALSE,2022-07-21,2022,7,21
168,https://www.logically.ai/factchecks/library/af4ee162,logically,The first images taken by the James Webb Space Telescope are computer-generated.,FALSE,2022-07-21,2022,7,21
169,https://www.logically.ai/factchecks/library/c235556f,logically,"Tesla has introduced Tesla e-money, a new electronic currency.",FALSE,2022-07-20,2022,7,20
170,https://www.logically.ai/factchecks/library/648940cd,logically,The mainstream media is exaggerating the effects of global warming as extreme summer temperatures have not drastically changed over decades.,FALSE,2022-07-20,2022,7,20
171,https://www.logically.ai/factchecks/library/ce4e1590,logically,Giving dogs ice cubes to ward off the effects of extreme heat is dangerous.,FALSE,2022-07-20,2022,7,20
